#Clusters,Total,D2C,Radius,K,MAE,MSE,m,h,w,t,l,k,b,delta,GBin,LBin,GMode,LMode,#Buckets,#Bins,#Seeds,Phase1,Phase2,Phase3,Eval
6899,66.90,0.113931,0.281335,6914,0.130650,0.028732,16,4,-1.00,40,12,4,1,50,0.9,0.8,0.5,0.3,46982,50192,8924,1.02,7.73,58.15,1.77
7148,67.46,0.113083,0.294228,7162,0.131291,0.028847,16,4,-1.00,40,12,6,1,30,0.9,0.8,0.5,0.3,46982,53568,8999,1.05,6.82,59.59,2.51
5294,38.13,0.116362,0.316088,5301,0.118464,0.021441,16,4,-1.00,40,12,6,1,50,0.9,0.8,0.5,0.3,46982,39100,6627,1.03,6.74,30.36,1.76
7211,68.77,0.113604,0.290250,7223,0.130327,0.028592,16,4,-1.00,50,8,4,1,30,0.9,0.8,0.5,0.3,38968,38156,9180,1.00,5.26,62.51,2.02
6352,49.14,0.114447,0.296487,6364,0.134794,0.030700,16,4,-1.00,50,8,4,1,50,0.9,0.8,0.5,0.3,38968,34542,8049,1.05,5.28,42.81,2.43
5401,36.28,0.116883,0.318945,5405,0.118521,0.021434,16,4,-1.00,50,8,6,1,30,0.9,0.8,0.5,0.3,38968,28511,6636,1.03,4.64,30.61,1.52
4885,31.82,0.117754,0.326546,4891,0.120534,0.022145,16,4,-1.00,50,8,6,1,50,0.9,0.8,0.5,0.3,38968,26782,5994,0.99,4.59,26.24,2.31
7527,78.10,0.113484,0.289414,7544,0.128823,0.027987,16,4,-1.00,50,10,4,1,30,0.9,0.8,0.5,0.3,38968,47797,9662,1.00,6.42,70.68,1.95
6606,56.85,0.113962,0.292985,6624,0.132671,0.029819,16,4,-1.00,50,10,4,1,50,0.9,0.8,0.5,0.3,38968,43274,8440,1.03,6.44,49.38,2.25
5634,39.22,0.116220,0.311648,5640,0.117451,0.021041,16,4,-1.00,50,10,6,1,30,0.9,0.8,0.5,0.3,38968,35659,6981,1.05,5.66,32.51,1.71
5077,35.06,0.117202,0.319190,5084,0.119517,0.021757,16,4,-1.00,50,10,6,1,50,0.9,0.8,0.5,0.3,38968,33471,6288,1.01,5.66,28.39,1.84
7948,90.42,0.112928,0.277038,7966,0.126664,0.027017,16,4,-1.00,50,12,4,1,30,0.9,0.8,0.5,0.3,38968,57252,10314,1.01,7.53,81.88,2.27
6954,67.58,0.113861,0.281741,6968,0.130531,0.028697,16,4,-1.00,50,12,4,1,50,0.9,0.8,0.5,0.3,38968,51869,8987,1.04,7.57,58.97,1.96
5907,43.22,0.115713,0.308486,5912,0.124890,0.025046,16,4,-1.00,50,12,6,1,30,0.9,0.8,0.5,0.3,38968,42766,7425,1.02,6.62,35.58,1.88
5310,38.01,0.116152,0.316254,5318,0.118365,0.021424,16,4,-1.00,50,12,6,1,50,0.9,0.8,0.5,0.3,38968,40136,6654,1.02,6.51,30.48,1.91
10887,178.67,0.098120,0.265031,10908,0.113694,0.023255,16,6,-1.00,30,8,4,1,30,0.9,0.8,0.5,0.3,76640,66979,14773,1.05,4.74,172.88,2.34
6680,69.45,0.104645,0.295328,6690,0.129370,0.029228,16,6,-1.00,30,8,4,1,50,0.9,0.8,0.5,0.3,76640,37845,9138,1.08,4.76,63.61,2.12
8470,104.74,0.102639,0.288585,8480,0.124535,0.026992,16,6,-1.00,30,8,6,1,30,0.9,0.8,0.5,0.3,76640,53447,11073,1.07,4.40,99.27,2.04
5045,35.73,0.109071,0.331690,5048,0.118110,0.022247,16,6,-1.00,30,8,6,1,50,0.9,0.8,0.5,0.3,76640,29357,6647,1.05,4.40,30.28,1.70
11340,196.52,0.097651,0.261514,11364,0.118946,0.025945,16,6,-1.00,30,10,4,1,30,0.9,0.8,0.5,0.3,76640,83638,15508,1.05,5.85,189.62,2.96
